Title,Title_link,Thumbnail,Box-sc-8ox7qa-0,Text__TextBase-sc-1i9uasc-0-div,Text__TextBase-sc-1i9uasc-0-div1,Text__TextBase-sc-1i9uasc-0-div2,Text__TextBase-sc-1i9uasc-0-div3,SSeMC,Padding-sc-1d43y5s-01,cERLyX,Field2,Field3
3276 Portland Ave,https://www.trulia.com/p/ca/clovis/3276-portland-ave-clovis-ca-93619--2357192439,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",10-Mar-20,"$533,000 ",Studio,3276 Portland Ave,"Clovis, CA","Lot Size: 8,624 sqft",,,,
1498 N Maine Ave,https://www.trulia.com/p/ca/clovis/1498-n-maine-ave-clovis-ca-93619--2357193755,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",10-Mar-20,"$678,000 ",Studio,1498 N Maine Ave,"Clovis, CA",Lot Size: 0.27 acres,,,,
2934 Twain Ave,https://www.trulia.com/p/ca/clovis/2934-twain-ave-clovis-ca-93611--2082400990,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",10-Mar-20,"$340,000 ",3bd,2ba,"1,703 sqft",$200/sqft,"Lot Size: 7,405 sqft",Built in 2003,Rooms: Dining Room,
223 Evergreen Ave,https://www.trulia.com/p/ca/clovis/223-evergreen-ave-clovis-ca-93611--1005391098,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",10-Mar-20,"$345,000 ",3bd,"2,086 sqft",223 Evergreen Ave,$165/sqft,"Lot Size: 8,276 sqft",Built in 1990,Rooms: Dining Room,
5397 N McCall Ave,https://www.trulia.com/p/ca/clovis/5397-n-mccall-ave-clovis-ca-93619--2116887722,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",10-Mar-20,"$620,000 ",4bd,3ba,"2,872 sqft",$216/sqft,Lot Size: 2.35 acres,Built in 1974,12 Rooms,
234 W Sierra Ave,https://www.trulia.com/p/ca/clovis/234-w-sierra-ave-clovis-ca-93612--2116874167,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",10-Mar-20,"$440,000 ",4bd,2.5ba,"2,000 sqft",$220/sqft,Lot Size: 0.28 acres,Built in 1982,6 Rooms,
3650 Lansing Ave,https://www.trulia.com/p/ca/clovis/3650-lansing-ave-clovis-ca-93619--2324504784,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",10-Mar-20,"$366,000 ",Studio,3650 Lansing Ave,"Clovis, CA","Lot Size: 4,530 sqft",,,,
619 W Mitchell Ave,https://www.trulia.com/p/ca/clovis/619-w-mitchell-ave-clovis-ca-93612--2116875909,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",10-Mar-20,Contact For Estimate,3bd,1.5ba,"1,050 sqft",Lot Size: 0.29 acres,Built in 1960,Heating: Forced Air,Cooling System: Other,
3081 Heritage Ave,https://www.trulia.com/p/ca/clovis/3081-heritage-ave-clovis-ca-93619--2357191804,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",10-Mar-20,"$408,000 ",Studio,3081 Heritage Ave,"Clovis, CA","Lot Size: 6,229 sqft",,,,
975 W National Ave,https://www.trulia.com/p/ca/clovis/975-w-national-ave-clovis-ca-93612--1009307700,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",10-Mar-20,"$240,000 ",3bd,2ba,"1,244 sqft",$193/sqft,"Lot Size: 6,120 sqft",Built in 1970,6 Rooms,
1254 Griffith Ave,https://www.trulia.com/p/ca/clovis/1254-griffith-ave-clovis-ca-93612--2082404692,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",10-Mar-20,"$240,000 ",3bd,2ba,"1,664 sqft",$144/sqft,"Lot Size: 6,534 sqft",Built in 1986,Heating: Other,
1547 Bedford Ave,https://www.trulia.com/p/ca/clovis/1547-bedford-ave-clovis-ca-93611--2082393046,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",10-Mar-20,"$305,000 ",3bd,1.75ba,"1,360 sqft",$224/sqft,"Lot Size: 7,405 sqft",Built in 1995,Heating: Forced Air,
4105 Griffith Ave,https://www.trulia.com/p/ca/clovis/4105-griffith-ave-clovis-ca-93619--2357192891,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",9-Mar-20,"$400,500 ",Studio,4105 Griffith Ave,"Clovis, CA","Lot Size: 6,708 sqft",,,,
2692 Bradbourne Way,https://www.trulia.com/p/ca/clovis/2692-bradbourne-way-clovis-ca-93619--2411447893,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",9-Mar-20,"$310,000 ",Studio,2692 Bradbourne Way,"Clovis, CA","Lot Size: 2,178 sqft",,,,
287 N Bianchi Ave,https://www.trulia.com/p/ca/clovis/287-n-bianchi-ave-clovis-ca-93612--2116874408,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=287%20N%20Bianchi%20Ave%20Clovis%20CA%2093612&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=dYdLP0zzCqF2WOphsGisknLh7Cc%3D,9-Mar-20,"$300,000 ",4bd,3ba,"1,840 sqft",$163/sqft,"Lot Size: 8,030 sqft",Built in 2004,"Rooms: Walk In Closet, Breakfast Nook, Dining Room, Laundry Room, Pantry",
4105 Griffith Ave,https://www.trulia.com/p/ca/clovis/4105-griffith-ave-clovis-ca-93619--2357192891,https://maps.googleapis.com/maps/api/staticmap?zoom=18&size=320x240&maptype=satellite&center=36.78987121582031%2C-119.63488006591797&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=_ZOgPjtCvl181KYvfCZjqlc5BfA%3D,9-Mar-20,"$400,500 ",Studio,4105 Griffith Ave,"Clovis, CA","Lot Size: 6,708 sqft",,,,
2692 Bradbourne Way,https://www.trulia.com/p/ca/clovis/2692-bradbourne-way-clovis-ca-93619--2411447893,https://maps.googleapis.com/maps/api/staticmap?zoom=18&size=320x240&maptype=satellite&center=36.802181243896484%2C-119.63932037353516&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=GT6GDDs4JdEf7t38XHRkfR5eYTk%3D,9-Mar-20,"$310,000 ",Studio,2692 Bradbourne Way,"Clovis, CA","Lot Size: 2,178 sqft",,,,
953 N Adler Ave,https://www.trulia.com/p/ca/clovis/953-n-adler-ave-clovis-ca-93611--2116873379,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=953%20N%20Adler%20Ave%20Clovis%20CA%2093611&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=BwiFXojhpBZuI2euAzLNKGASMXY%3D,9-Mar-20,"$378,000 ",3bd,2.5ba,"1,850 sqft",$204/sqft,"Lot Size: 8,772 sqft",Built in 1990,Rooms: Dining Room,
189 W Holland Ave,https://www.trulia.com/p/ca/clovis/189-w-holland-ave-clovis-ca-93612--2116873984,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",9-Mar-20,"$255,000 ",4bd,2ba,"1,522 sqft",$168/sqft,"Lot Size: 6,677 sqft",Built in 1972,6 Rooms,
1165 Woodworth Ave,https://www.trulia.com/p/ca/clovis/1165-woodworth-ave-clovis-ca-93612--2082404337,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",9-Mar-20,"$339,000 ",4bd,"1,982 sqft",1165 Woodworth Ave,$171/sqft,Lot Size: 0.26 acres,Built in 1949,"Cooling System: Evaporative, Wall",
8409 Chickadee Ln,https://www.trulia.com/p/ca/clovis/8409-chickadee-ln-clovis-ca-93619--2082424247,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",9-Mar-20,"$446,500 ",3bd,2ba,"1,739 sqft",$257/sqft,Lot Size: 2.60 acres,Built in 1975,8 Rooms,
185 N Wathen Ave,https://www.trulia.com/p/ca/clovis/185-n-wathen-ave-clovis-ca-93611--2116871539,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",9-Mar-20,"$280,000 ",3bd,2ba,"1,314 sqft",$213/sqft,"Lot Size: 4,861 sqft",$84/monthly HOA,Built in 2002,
3915 Harlan Ranch Blvd,https://www.trulia.com/p/ca/clovis/3915-harlan-ranch-blvd-clovis-ca-93619--2082423205,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Mar-20,"$300,000 ",3bd,2.75ba,"1,372 sqft",$219/sqft,"Lot Size: 2,482 sqft",$145/monthly HOA,Built in 2008,
1960 Oak Ln,https://www.trulia.com/p/ca/clovis/1960-oak-ln-clovis-ca-93611--2456455992,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Mar-20,"$307,500 ",Studio,1960 Oak Ln,"Clovis, CA","Lot Size: 2,047 sqft",,,,
3068 Magnolia Ave,https://www.trulia.com/p/ca/clovis/3068-magnolia-ave-clovis-ca-93611--2082401435,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Mar-20,"$505,500 ",5bd,3ba,"2,866 sqft",,,,,
3453 Del Monte Ave,https://www.trulia.com/p/ca/clovis/3453-del-monte-ave-clovis-ca-93619--2324510709,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Mar-20,"$335,000 ",4bd,2.5ba,"1,945 sqft",$172/sqft,"Lot Size: 3,049 sqft",Built in 2018,Heating: Forced Air,
3587 Luminary Way,https://www.trulia.com/p/ca/clovis/3587-luminary-way-clovis-ca-93619--2082422628,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Mar-20,"$308,000 ",3bd,2ba,"1,344 sqft",$229/sqft,"Lot Size: 3,397 sqft",$79/monthly HOA,Built in 2014,
7861 E Herndon Ave,https://www.trulia.com/p/ca/clovis/7861-e-herndon-ave-clovis-ca-93619--1147343763,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Mar-20,"$430,000 ",3bd,3ba,"2,253 sqft",$191/sqft,Lot Size: 1.45 acres,Built in 1960,Rooms: Dining Room,
1662 Houston Ave,https://www.trulia.com/p/ca/clovis/1662-houston-ave-clovis-ca-93611--2082393939,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Mar-20,"$420,000 ",3bd,3ba,"2,133 sqft",$197/sqft,"Lot Size: 8,712 sqft",Built in 2002,11 Rooms,
1374 N Kaweah Ave,https://www.trulia.com/p/ca/clovis/1374-n-kaweah-ave-clovis-ca-93619--2198196248,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Mar-20,"$570,000 ",4bd,3ba,"2,496 sqft",$228/sqft,"Lot Size: 8,712 sqft",Built in 2016,7 Rooms,
1977 Minarets Ln,https://www.trulia.com/p/ca/clovis/1977-minarets-ln-clovis-ca-93611--2456486551,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Mar-20,"$310,000 ",Studio,1977 Minarets Ln,"Clovis, CA","Lot Size: 1,785 sqft",,,,
3256 Portland Ave,https://www.trulia.com/p/ca/clovis/3256-portland-ave-clovis-ca-93619--2357192841,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Mar-20,"$563,000 ",Studio,3256 Portland Ave,"Clovis, CA","Lot Size: 9,060 sqft",,,,
1954 Oak Ln,https://www.trulia.com/p/ca/clovis/1954-oak-ln-clovis-ca-93611--2456559604,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Mar-20,"$300,000 ",Studio,1954 Oak Ln,"Clovis, CA","Lot Size: 2,047 sqft",,,,
1016 Lindsay Ln,https://www.trulia.com/p/ca/clovis/1016-lindsay-ln-clovis-ca-93619--2351567280,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Mar-20,Contact For Estimate,3bd,2ba,"1,855 sqft",Parking Spaces: 2,,,,
1925 Oak Ln,https://www.trulia.com/p/ca/clovis/1925-oak-ln-clovis-ca-93611--2456786105,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Mar-20,"$296,000 ",Studio,1925 Oak Ln,"Clovis, CA","Lot Size: 2,134 sqft",,,,
3611 Highclere Way,https://www.trulia.com/p/ca/clovis/3611-highclere-way-clovis-ca-93619--2411447828,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Mar-20,"$307,000 ",Studio,3611 Highclere Way,"Clovis, CA","Lot Size: 2,134 sqft",,,,
3704 Savant Ln,https://www.trulia.com/p/ca/clovis/3704-savant-ln-clovis-ca-93619--2347355237,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Mar-20,"$294,000 ",3bd,3ba,"1,658 sqft",$177/sqft,"Lot Size: 2,178 sqft",$83/monthly HOA,Built in 2018,
964 W Fairmont Ave,https://www.trulia.com/p/ca/clovis/964-w-fairmont-ave-clovis-ca-93612--2116877015,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Mar-20,Contact For Estimate,2bd,1ba,884 sqft,"Lot Size: 6,185 sqft",Built in 1961,Cooling System: Refrigerator,Air Conditioning,
3516 Carmelita Ave,https://www.trulia.com/p/ca/clovis/3516-carmelita-ave-clovis-ca-93619--2082422315,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5-Mar-20,"$315,000 ",3bd,2ba,"1,580 sqft",$199/sqft,"Lot Size: 4,499 sqft",Built in 2014,Rooms: Dining Room,
1255 Bullard Ave,https://www.trulia.com/p/ca/clovis/1255-bullard-ave-clovis-ca-93612--2082404696,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5-Mar-20,"$340,000 ",3bd,1.75ba,"1,863 sqft",$183/sqft,"Lot Size: 9,718 sqft",Built in 1971,Rooms: Dining Room,
2254 Roberts Ave,https://www.trulia.com/p/ca/clovis/2254-roberts-ave-clovis-ca-93611--2082397079,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5-Mar-20,"$350,000 ",4bd,2ba,"2,016 sqft",$174/sqft,"Lot Size: 7,527 sqft",Built in 1992,Rooms: Dining Room,
738 Century Ln,https://www.trulia.com/p/ca/clovis/738-century-ln-clovis-ca-93612--2082408754,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5-Mar-20,"$369,000 ",5bd,3ba,"2,200 sqft",$168/sqft,"Lot Size: 4,159 sqft",$146/monthly HOA,Built in 2004,
2831 Morris Ave,https://www.trulia.com/p/ca/clovis/2831-morris-ave-clovis-ca-93611--2082400368,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4-Mar-20,"$387,000 ",4bd,2ba,"2,119 sqft",$183/sqft,"Lot Size: 10,018 sqft",Built in 2003,Rooms: Dining Room,
607 W Omaha Ave,https://www.trulia.com/p/ca/clovis/607-w-omaha-ave-clovis-ca-93619--2116888116,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4-Mar-20,"$730,000 ",4bd,3ba,"3,154 sqft",$231/sqft,Lot Size: 0.31 acres,Built in 2001,8 Rooms,
1838 Cougar Ln,https://www.trulia.com/p/ca/clovis/1838-cougar-ln-clovis-ca-93611--2082395026,https://maps.googleapis.com/maps/api/staticmap?zoom=18&size=320x240&maptype=satellite&center=36.815277099609375%2C-119.68080139160156&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=ZFdN5CiacQ3MA6uAPOhWVoG7lU4%3D,4-Mar-20,"$247,000 ",2bd,2ba,"1,704 sqft",$145/sqft,"Lot Size: 3,510 sqft",$315/monthly HOA,Built in 1978,
607 W Omaha Ave,https://www.trulia.com/p/ca/clovis/607-w-omaha-ave-clovis-ca-93619--2116888116,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=607%20W%20Omaha%20Ave%20Clovis%20CA%2093619&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=S-UWJivPpP0yiDZpBLFzVFW2ESk%3D,4-Mar-20,"$730,000 ",4bd,3ba,"3,154 sqft",$231/sqft,Lot Size: 0.31 acres,Built in 2001,8 Rooms,
29786 Thunderbird Rd,https://www.trulia.com/p/ca/clovis/29786-thunderbird-rd-clovis-ca-93619--2357208911,https://maps.googleapis.com/maps/api/staticmap?zoom=18&size=320x240&maptype=satellite&center=37.0442008972168%2C-119.52690887451172&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=IPGOy0UHtbz17yR0t8woeduCZ7c%3D,4-Mar-20,"$765,000 ",3bd,3ba,"3,468 sqft",$221/sqft,Lot Size: 41.06 acres,Built in 2011,Rooms: Dining Room,
3466 Carmelita Ave,https://www.trulia.com/p/ca/clovis/3466-carmelita-ave-clovis-ca-93619--2082422155,https://maps.googleapis.com/maps/api/staticmap?zoom=18&size=320x240&maptype=satellite&center=36.78927230834961%2C-119.64562225341797&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=LeLMvF3N_1t29rtMYSk0lt5oHP8%3D,3-Mar-20,"$332,500 ",Studio,3466 Carmelita Ave,"Clovis, CA","Lot Size: 4,486 sqft",,,,
428 Burgan Ave,https://www.trulia.com/p/ca/clovis/428-burgan-ave-clovis-ca-93611--2082402292,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",3-Mar-20,"$318,000 ",3bd,2ba,"1,740 sqft",$183/sqft,"Lot Size: 7,405 sqft",Built in 1977,8 Rooms,
623 W Antonio Dr,https://www.trulia.com/p/ca/clovis/623-w-antonio-dr-clovis-ca-93612--2116875939,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",3-Mar-20,"$270,000 ",3bd,2ba,"1,483 sqft",$182/sqft,"Lot Size: 6,899 sqft",Built in 1975,7 Rooms,
2817 Lincoln Ave,https://www.trulia.com/p/ca/clovis/2817-lincoln-ave-clovis-ca-93611--2082400306,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",3-Mar-20,"$430,000 ",4bd,3ba,"2,404 sqft",$179/sqft,"Lot Size: 10,018 sqft",Built in 2002,"Rooms: Walk In Closet, Dining Room, Family Room, Laundry Room, Office, Pantry",
2312 Trenton Ave,https://www.trulia.com/p/ca/clovis/2312-trenton-ave-clovis-ca-93619--1056398095,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",3-Mar-20,"$530,000 ",4bd,3ba,"3,599 sqft",$147/sqft,"Lot Size: 7,736 sqft",Built in 2001,Rooms: Dining Room,
168 W Indianapolis Ave,https://www.trulia.com/p/ca/clovis/168-w-indianapolis-ave-clovis-ca-93612--1055674159,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",3-Mar-20,"$243,000 ",3bd,1.75ba,"1,144 sqft",$212/sqft,"Lot Size: 6,677 sqft",Built in 1972,5 Rooms,
1658 Tollhouse Ln,https://www.trulia.com/p/ca/clovis/1658-tollhouse-ln-clovis-ca-93611--2082393913,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",3-Mar-20,"$290,000 ",3bd,2ba,"1,736 sqft",$167/sqft,"Lot Size: 2,082 sqft",$285/monthly HOA,Built in 1985,
1402 N Ryan Ave,https://www.trulia.com/p/ca/clovis/1402-n-ryan-ave-clovis-ca-93619--2411484642,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",2-Mar-20,"$500,000 ",Studio,1402 N Ryan Ave,"Clovis, CA",Lot Size: 0.30 acres,,,,
3060 Morris Ave,https://www.trulia.com/p/ca/clovis/3060-morris-ave-clovis-ca-93619--2082420551,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",2-Mar-20,"$413,000 ",4bd,3ba,"2,378 sqft",$174/sqft,"Lot Size: 4,957 sqft",$112/monthly HOA,Built in 2013,
1344 Royalty Way,https://www.trulia.com/p/ca/clovis/1344-royalty-way-clovis-ca-93619--2082418280,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",2-Mar-20,"$270,000 ",3bd,2.5ba,"1,413 sqft",$191/sqft,"Lot Size: 2,134 sqft",$62/monthly HOA,Built in 2016,
3030 Glacier Ln,https://www.trulia.com/p/ca/clovis/3030-glacier-ln-clovis-ca-93619--2082420426,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",2-Mar-20,"$275,000 ",2bd,2.5ba,"1,470 sqft",$187/sqft,"Lot Size: 2,269 sqft",$139/monthly HOA,Built in 2015,
2879 Poe Ave,https://www.trulia.com/p/ca/clovis/2879-poe-ave-clovis-ca-93611--2082400696,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",2-Mar-20,"$475,000 ",5bd,3ba,"3,443 sqft",$138/sqft,"Lot Size: 8,400 sqft",Built in 2004,9 Rooms,
2716 Bradbourne Way,https://www.trulia.com/p/ca/clovis/2716-bradbourne-way-clovis-ca-93619--2411447891,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",2-Mar-20,"$296,000 ",Studio,2716 Bradbourne Way,"Clovis, CA","Lot Size: 2,265 sqft",,,,
12523 Auberry Rd,https://www.trulia.com/p/ca/fresno/12523-auberry-rd-fresno-ca-93619--2139371283,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",28-Feb-20,"$2,400,000 ",Studio,12523 Auberry Rd,"Fresno, CA",Lot Size: 40.00 acres,,,,
916 Carmelita Ave,https://www.trulia.com/p/ca/clovis/916-carmelita-ave-clovis-ca-93619--2324510012,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",28-Feb-20,"$484,841 ",Studio,916 Carmelita Ave,"Clovis, CA","Lot Size: 4,922 sqft",,,,
2207 Highland Ave,https://www.trulia.com/p/ca/clovis/2207-highland-ave-clovis-ca-93619--2357191823,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",28-Feb-20,"$492,000 ",Studio,2207 Highland Ave,"Clovis, CA","Lot Size: 7,013 sqft",,,,
3954 Buckingham Ave,https://www.trulia.com/p/ca/clovis/3954-buckingham-ave-clovis-ca-93737--2456465817,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",28-Feb-20,"$437,000 ",Studio,3954 Buckingham Ave,"Clovis, CA","Lot Size: 7,318 sqft",,,,
3273 Soledad Ave,https://www.trulia.com/p/ca/clovis/3273-soledad-ave-clovis-ca-93737--2456620191,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",28-Feb-20,"$508,000 ",Studio,3273 Soledad Ave,"Clovis, CA","Lot Size: 7,405 sqft",,,,
23224 Granite Creek Ln,https://www.trulia.com/p/ca/clovis/23224-granite-creek-ln-clovis-ca-93619--2082419275,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",28-Feb-20,"$118,000 ",3bd,1.75ba,"2,110 sqft",$56/sqft,Lot Size: 5.10 acres,Cooling System: Refrigerator,Air Conditioning,
1795 Barstow Ave,https://www.trulia.com/p/ca/clovis/1795-barstow-ave-clovis-ca-93611--1141014013,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",28-Feb-20,"$275,000 ",4bd,2.5ba,"2,185 sqft",$126/sqft,Lot Size: 0.30 acres,Built in 1979,"Rooms: Dining Room, Family Room",
7931 Chamise Ave,https://www.trulia.com/p/ca/clovis/7931-chamise-ave-clovis-ca-93619--2082424172,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",28-Feb-20,"$819,000 ",5bd,3ba,"3,075 sqft",$266/sqft,Lot Size: 2.00 acres,Built in 2005,Rooms: Dining Room,
1709 N Serento Ln,https://www.trulia.com/p/ca/clovis/1709-n-serento-ln-clovis-ca-93619--2116885278,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",28-Feb-20,"$265,000 ",2bd,2ba,"1,271 sqft",$209/sqft,"Lot Size: 3,049 sqft",$60/monthly HOA,Built in 2003,
